first_name,last_name,location,linkedin,email,current_title_and_company,prior_title_and_company,school_and_degree,climate_interest_reason,created_at,status,internal_notes
Noah,Edwards,MA,,noah.edwards@outlook.com,Angel Investor at Airbnb,,High School Senior,Evaluating whether climate is too crowded for new capital.,2026-02-17T11:25:41Z,confirmed,Probably not serious.
Sofia,Torres,USA,,sofia.torres@gmail.com,Chief of Staff @ VC Fund,,State University - Business,Curious about supply chain and deployment challenges in climate.,2026-01-29T10:02:35Z,applied,
Eli,Nelson,Los Angeles,https://linkedin.com/in/elinelson,eli.nelson@gmail.com,Full Stack Engineer @ VC Fund,ML Engineer @ Shopify,UCLA - Design,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-02-05T02:59:55Z,accepted,
Ivy,Parker,London,https://linkedin.com/in/ivyparker,iparker@yahoo.com,Chief of Staff @ Coinbase,,Oxford - PPE,Curious about supply chain and deployment challenges in climate.,2026-01-22T09:41:43Z,applied,
Daniel,Walker,WA,https://linkedin.com/in/danielwalker,dwalker@gmail.com,Microsoft,,Cambridge - Engineering,Exploring whether climate is a space worth committing to.,2026-01-07T07:53:49Z,confirmed,
Tariq,Nguyen,LA,,tariqnguyen@outlook.com,Student @ Amazon,ML Engineer @ Stealth,Harvard - Economics,Trying to figure out if climate tech is where I should build my career.,2026-02-20T09:49:52Z,accepted,
Diego,Singh,Canada,https://linkedin.com/in/diegosingh,diegosingh@outlook.com,Stripe,,High School Senior,Trying to figure out if climate tech is where I should build my career.,2026-02-02T19:21:01Z,accepted,
Hannah,Patel,WA,,hpatel@yahoo.com,Sales Director @ Nonprofit,,Community College,Exploring whether climate is a space worth committing to.,2026-02-10T07:46:56Z,applied,
Sofia,Nelson,Bay Area,https://linkedin.com/in/sofianelson,snelson@outlook.com,Angel Investor @ Nonprofit,Business Development @ Family Office,Stanford - CS,Evaluating whether climate is too crowded for new capital.,2026-01-01T02:50:42Z,confirmed,Probably not serious.
Sandeep,Thompson,IL,,sthompson@outlook.com,Startup Founder (exploring) @ Amazon,,Harvard - Economics,Just curious about the startup scene.,2026-01-21T16:50:20Z,applied,VC attendee.
Sam,Thompson,WA,https://linkedin.com/in/samthompson,sam.thompson@gmail.com,Data Scientist at Stealth,Business Development @ Stealth,State University - Business,I'm a technical founder exploring climate SaaS opportunities.,2026-01-10T18:05:07Z,confirmed,
Riley,Perez,Chicago,https://linkedin.com/in/rileyperez,rperez@outlook.com,Full Stack Engineer,,,I'm a technical founder exploring climate SaaS opportunities.,2026-01-23T13:59:51Z,confirmed,Student exploring.
Hannah,Johnson,FL,https://linkedin.com/in/hannahjohnson,hjohnson@yahoo.com,ML Engineer @ Airbnb,Venture Associate at Google,Community College,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-05T03:55:43Z,applied,
Hannah,Torres,NYC,https://linkedin.com/in/hannahtorres,hannah.torres@protonmail.com,ML Engineer,Marketing Manager at Self-employed,Harvard - Economics,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-15T23:12:35Z,applied,
Logan,Anderson,Berlin,https://linkedin.com/in/logananderson,logan1606@yahoo.com,Startup Founder (exploring),Operations Manager at Early-stage startup,Oxford - PPE,I want to meet interesting people.,2026-01-04T04:21:24Z,accepted,
Tariq,Campbell,SF,https://linkedin.com/in/tariqcampbell,tariq1607@yahoo.com,Venture Associate at University,Data Scientist @ Early-stage startup,UCLA - Design,"Honestly, I just like meeting founders and seeing what people are building.",2026-02-08T03:56:38Z,applied,
Ethan,Phillips,TX,https://linkedin.com/in/ethanphillips,ethan.phillips@yahoo.com,Product Manager (non-technical) @ Early-stage startup,,,Considering building something but still ideating.,2026-01-13T16:58:48Z,confirmed,Probably not serious.
Lily,Mehta,NYC,https://linkedin.com/in/lilymehta,lily.mehta@gmail.com,ML Engineer at Stealth,Backend Engineer,Stanford - CS,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-18T15:14:45Z,applied,
Amir,Gonzalez,Toronto,https://linkedin.com/in/amirgonzalez,agonzalez@yahoo.com,Student @ Airbnb,Software Engineer @ University,Harvard - Economics,Trying to figure out if climate tech is where I should build my career.,2026-02-12T17:14:17Z,applied,
Chloe,Phillips,Berlin,https://linkedin.com/in/chloephillips,chloe.phillips@gmail.com,Data Scientist,Software Engineer at Amazon,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-10T05:23:07Z,applied,
Omar,Perez,Boston,,omar.perez@protonmail.com,ML Engineer,Venture Associate at Self-employed,State University - Business,I'm a technical founder exploring climate SaaS opportunities.,2026-02-19T22:48:22Z,applied,
Fatima,Wright,CO,,fwright@protonmail.com,ML Engineer @ Stealth,Operations Manager @ Consulting Firm,Cambridge - Engineering,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-10T12:01:01Z,applied,
Jamie,Cho,SF,,jamie1614@yahoo.com,Recruiter,Business Development @ Microsoft,Community College,Exploring whether climate companies hire differently.,2026-01-26T06:25:24Z,applied,
Noor,Anderson,CA,https://linkedin.com/in/nooranderson,noor1615@protonmail.com,Chief of Staff at Amazon,Venture Associate at Stripe,Community College,Curious about supply chain and deployment challenges in climate.,2026-01-03T02:34:08Z,applied,Operator profile.
Sienna,Carter,Paris,https://linkedin.com/in/siennacarter,scarter@protonmail.com,Recruiter @ Airbnb,Chief of Staff @ Stealth,NYU - Marketing,I recruit for startups and want to understand what climate companies need.,2026-02-21T10:40:09Z,confirmed,
Keiko,Phillips,"San Francisco, CA",https://linkedin.com/in/keikophillips,keikophillips@outlook.com,Talent Lead @ Self-employed,Startup Founder (exploring) at Google,MIT - Engineering,Looking to build relationships with founders who will need early hires.,2026-02-15T19:15:26Z,applied,Likely strong founder.
Isabella,Kim,Seattle,https://linkedin.com/in/isabellakim,ikim@yahoo.com,Data Scientist,Startup Founder (exploring) @ Coinbase,MIT - Engineering,I'm a technical founder exploring climate SaaS opportunities.,2026-01-13T02:07:08Z,applied,
Theo,King,Denver,https://linkedin.com/in/theoking,theoking@yahoo.com,Operations Manager @ Nonprofit,Business Development @ Stripe,Oxford - PPE,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-01-06T08:10:26Z,accepted,VC attendee.
Eli,Scott,Boston,https://linkedin.com/in/eliscott,eliscott@yahoo.com,Community Lead,Full Stack Engineer at Family Office,Harvard - Economics,Exploring whether climate is a space worth committing to.,2026-01-08T11:03:51Z,applied,
Sofia,Lewis,Seattle,https://linkedin.com/in/sofialewis,sofia.lewis@yahoo.com,Software Engineer,Product Manager (non-technical) at Early-stage startup,Oxford - PPE,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-23T23:31:44Z,accepted,
Sam,Nelson,Paris,https://linkedin.com/in/samnelson,sam1622@outlook.com,Recruiter at Nonprofit,,NYU - Marketing,Just expanding my network.,2026-01-28T05:55:15Z,applied,
Eli,Adams,Remote,https://linkedin.com/in/eliadams,eli.adams@outlook.com,Student @ Family Office,,MIT - Engineering,I don't have a concrete idea yet but want exposure.,2026-02-12T02:20:53Z,applied,
Ivy,Wilson,CO,https://linkedin.com/in/ivywilson,iwilson@protonmail.com,Student @ Family Office,AI Researcher @ University,High School Senior,Trying to figure out if climate tech is where I should build my career.,2026-01-07T13:46:44Z,applied,
Hannah,Scott,NYC,https://linkedin.com/in/hannahscott,hannahscott@gmail.com,Community Lead,AI Researcher @ Stealth,State University - Business,I want to meet interesting people.,2026-02-03T16:05:40Z,applied,
Emma,Allen,SF,https://linkedin.com/in/emmaallen,emma1626@outlook.com,Marketing Manager,Product Manager (non-technical) @ Stripe,NYU - Marketing,Exploring whether climate is a space worth committing to.,2026-02-22T01:14:08Z,declined,
Taylor,Patel,Berlin,https://linkedin.com/in/taylorpatel,taylor.patel@outlook.com,Family Office,,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-01-08T18:13:52Z,confirmed,
Camila,Hall,MA,https://linkedin.com/in/camilahall,chall@yahoo.com,Chief of Staff at Nonprofit,Self-employed,Harvard - Economics,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-01-07T01:34:44Z,applied,Student exploring.
Jackson,Davis,CO,https://linkedin.com/in/jacksondavis,jacksondavis@outlook.com,Student @ Family Office,Sales Director,,I'm exploring startup careers and curious about climate.,2026-01-19T18:34:52Z,accepted,
Zoe,Cho,Chicago,https://linkedin.com/in/zoecho,zoecho@gmail.com,Shopify,,NYU - Marketing,Exploring whether climate is a space worth committing to.,2026-02-12T17:15:14Z,applied,
Jordan,Campbell,,https://linkedin.com/in/jordancampbell,jordan1631@yahoo.com,Policy Analyst @ University,AI Researcher at Shopify,Oxford - PPE,Exploring whether climate is a space worth committing to.,2026-02-13T00:17:20Z,accepted,
Ethan,King,Los Angeles,,ethan.king@gmail.com,Microsoft,Google,Cambridge - Engineering,Considering building something but still ideating.,2026-01-11T17:11:44Z,applied,
Maya,Martin,London,https://linkedin.com/in/mayamartin,maya.martin@outlook.com,Chief of Staff,AI Researcher @ Self-employed,High School Senior,Trying to figure out if climate tech is where I should build my career.,2026-02-06T21:43:54Z,applied,Operator profile.
Liam,Patel,Miami,,liam1634@yahoo.com,Data Scientist @ Self-employed,Startup Founder (exploring) @ Coinbase,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-01-14T10:35:26Z,applied,
Jun,Phillips,LA,,jun1635@yahoo.com,Talent Lead @ Consulting Firm,Family Office,Oxford - PPE,Exploring whether climate companies hire differently.,2026-01-09T12:41:57Z,confirmed,
Camila,Taylor,Austin TX,https://linkedin.com/in/camilataylor,camila1636@yahoo.com,Chief of Staff at Family Office,Startup Founder (exploring) at Microsoft,Stanford - CS,"Not sure yet, just checking out the ecosystem.",2026-02-01T19:08:52Z,accepted,
Sandeep,Campbell,IL,https://linkedin.com/in/sandeepcampbell,scampbell@gmail.com,Chief of Staff at Google,,UCLA - Design,"Not sure yet, just checking out the ecosystem.",2026-02-05T18:40:09Z,applied,
Eli,Lopez,FL,https://linkedin.com/in/elilopez,eli1638@protonmail.com,Nonprofit,Startup Founder (exploring) @ VC Fund,Community College,I want to meet interesting people.,2026-01-01T15:27:50Z,applied,
Diego,Anderson,FL,https://linkedin.com/in/diegoanderson,diego1639@gmail.com,Sales Director @ University,,State University - Business,I want to meet interesting people.,2026-02-06T05:08:35Z,accepted,
Adam,Clark,CA,https://linkedin.com/in/adamclark,adam.clark@protonmail.com,Full Stack Engineer @ Google,Software Engineer @ Coinbase,NYU - Marketing,I've built data pipelines and want to explore emissions accounting infrastructure.,2026-01-12T14:22:33Z,applied,Student exploring.
Leo,Davis,Los Angeles,https://linkedin.com/in/leodavis,leo1641@protonmail.com,Operations Manager,Data Scientist at Stripe,,"Not sure yet, just checking out the ecosystem.",2026-02-05T19:57:18Z,accepted,
Eli,Lewis,CO,https://linkedin.com/in/elilewis,elewis@gmail.com,Marketing Manager at VC Fund,,Community College,Exploring whether climate is a space worth committing to.,2026-01-10T17:18:26Z,accepted,
Jackson,Wilson,"San Francisco, CA",https://linkedin.com/in/jacksonwilson,jacksonwilson@protonmail.com,Technical Co-founder at University,Product Manager (non-technical) @ Microsoft,NYU - Marketing,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-02-22T04:07:33Z,applied,
Ethan,Ramirez,Austin TX,,ethan.ramirez@protonmail.com,Community Lead at Self-employed,,Community College,Exploring whether climate is a space worth committing to.,2026-01-06T09:35:17Z,applied,
Elena,Campbell,Miami,https://linkedin.com/in/elenacampbell,elena.campbell@gmail.com,Chief of Staff @ Family Office,Chief of Staff,Oxford - PPE,I’ve scaled operations at startups and want to understand hardware-heavy climate companies.,2026-01-10T17:03:16Z,applied,
Amir,Davis,MA,https://linkedin.com/in/amirdavis,amirdavis@gmail.com,AI Researcher @ Self-employed,Policy Analyst @ Stealth,State University - Business,Curious whether distributed systems problems show up in climate infra.,2026-01-25T16:45:30Z,applied,Likely strong founder.
Eli,Hernandez,CO,https://linkedin.com/in/elihernandez,eli1647@protonmail.com,Sales Director at Stripe,MBA Candidate,NYU - Marketing,Considering building something but still ideating.,2026-01-13T20:55:47Z,applied,
Olivia,Evans,WA,https://linkedin.com/in/oliviaevans,oliviaevans@protonmail.com,Backend Engineer,,Oxford - PPE,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-05T07:49:15Z,applied,Probably not serious.
Sandeep,Evans,MA,,sandeep1649@protonmail.com,CTO at University,,High School Senior,My ML experience in forecasting could be relevant to renewables prediction and battery optimization.,2026-01-16T21:10:54Z,applied,
Omar,Martin,Paris,https://linkedin.com/in/omarmartin,omarmartin@gmail.com,Product Manager (non-technical),,Cambridge - Engineering,I want to meet interesting people.,2026-01-29T00:31:04Z,applied,
Sophia,Hall,FL,https://linkedin.com/in/sophiahall,sophia.hall@outlook.com,Sales Director @ Nonprofit,,High School Senior,I'm exploring startup careers and curious about climate.,2026-01-12T08:28:10Z,applied,
Noor,Robinson,MA,,nrobinson@protonmail.com,Coinbase,,Cambridge - Engineering,Exploring whether climate is a space worth committing to.,2026-02-02T22:18:44Z,applied,Student exploring.
Nina,Lewis,Los Angeles,,nina1653@outlook.com,CTO at Shopify,Business Development at Airbnb,NYU - Marketing,I've worked on high-scale backend systems and want to apply similar reliability thinking to energy grid software.,2026-02-18T07:33:15Z,applied,
Sam,Evans,FL,https://linkedin.com/in/samevans,sevans@protonmail.com,Community Lead @ Consulting Firm,,Oxford - PPE,Just curious about the startup scene.,2026-02-18T21:32:17Z,applied,
Ben,Clark,CA,https://linkedin.com/in/benclark,ben.clark@yahoo.com,Sales Director,,Community College,I want to meet interesting people.,2026-02-08T16:26:25Z,accepted,
Emma,Phillips,WA,https://linkedin.com/in/emmaphillips,emma.phillips@protonmail.com,Stealth,Full Stack Engineer at Family Office,High School Senior,Mostly here to learn and see what people are working on.,2026-02-03T11:54:25Z,applied,
Chloe,Davis,SF,https://linkedin.com/in/chloedavis,chloedavis@yahoo.com,Backend Engineer @ Amazon,Angel Investor @ Consulting Firm,UCLA - Design,I'm a technical founder exploring climate SaaS opportunities.,2026-01-25T00:16:11Z,applied,
Marcus,Ramirez,FL,https://linkedin.com/in/marcusramirez,marcusramirez@yahoo.com,MBA Candidate at Coinbase,MBA Candidate at Self-employed,Cambridge - Engineering,Just curious about the startup scene.,2026-02-21T21:30:41Z,confirmed,
Zoe,Mitchell,London,https://linkedin.com/in/zoemitchell,zoe1659@gmail.com,Operations Manager @ Stealth,Business Development @ Stripe,Oxford - PPE,"Not sure yet, just checking out the ecosystem.",2026-01-18T18:46:26Z,accepted,
